id,text,timestamp,user,location,source,language,query,true_sentiment,politician,party,is_sarcastic,cleaned_text,tokens,token_count,char_count
260,Tina Fey and Amy Poehler will host the Golden Globe Awards: In what may be the smartest thing the Hollywood Fore...,2024-09-16,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,tina fey amy poehler host golden globe award may smartest thing hollywood fore,"['tina', 'fey', 'amy', 'poehler', 'host', 'golden', 'globe', 'award', 'may', 'smartest', 'thing', 'hollywood', 'fore']",13,78
261,Saw Margaret Cho tonight at Leicester Square Theatre. Brilliant woman\u002c intuitive\u002c insightful\u002c sexy. She\u2019s here til 31st u must go!!,2024-11-10,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,saw margaret cho tonight leicester square theatre brilliant womanu002c intuitiveu002c insightfulu002c sexy sheu2019s til 31st must go,"['saw', 'margaret', 'cho', 'tonight', 'leicester', 'square', 'theatre', 'brilliant', 'womanu002c', 'intuitiveu002c', 'insightfulu002c', 'sexy', 'sheu2019s', 'til', '31st', 'must', 'go']",17,133
262,"""15-30 on Murray's serve, but the Scot more up than down finally and grabs the hold of serve with a couple of aces.  Andy up 4-3* 3rd set.""",2024-06-09,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,1530 murray serve but scot finally grab hold serve couple ace andy 43 3rd set,"['1530', 'murray', 'serve', 'but', 'scot', 'finally', 'grab', 'hold', 'serve', 'couple', 'ace', 'andy', '43', '3rd', 'set']",15,77
263,Win @user tickets right now for their impressive 3D-enhanced performance at the Kirby Center this Tuesday:,2025-04-27,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,win ticket right impressive 3denhanced performance kirby center tuesday,"['win', 'ticket', 'right', 'impressive', '3denhanced', 'performance', 'kirby', 'center', 'tuesday']",9,71
264,I wanted to read the other comments before leaving my review and the majority definately rules: This movie is aweful! From the acting to the non-realistic animation to the countless errors. I was actually hoping that the flaps would have been extended by a stretch of the imaginat,2025-04-09,unknown_user,,IMDB,en,imdb,negative,Unknown,Unknown,False,wanted read comment leaving review majority definately rule movie aweful acting nonrealistic animation countless error actually hoping flap would extended stretch imaginat,"['wanted', 'read', 'comment', 'leaving', 'review', 'majority', 'definately', 'rule', 'movie', 'aweful', 'acting', 'nonrealistic', 'animation', 'countless', 'error', 'actually', 'hoping', 'flap', 'would', 'extended', 'stretch', 'imaginat']",22,171
265,I think that this film has become an important record of the most horrifying aspect of the East German regime - the imprisonment of its people by what the regime called its anti-fascist protective wall. It is a document of desperation and courage not to be missed. I would however,2024-04-14,unknown_user,,IMDB,en,imdb,positive,Unknown,Unknown,False,think film become important record horrifying aspect east german regime imprisonment people regime called antifascist protective wall document desperation courage not missed would however,"['think', 'film', 'become', 'important', 'record', 'horrifying', 'aspect', 'east', 'german', 'regime', 'imprisonment', 'people', 'regime', 'called', 'antifascist', 'protective', 'wall', 'document', 'desperation', 'courage', 'not', 'missed', 'would', 'however']",24,187
266,Had a great conversation with a guy at 16th & Mission after he gave me his last book for World Book Day. It was nifty\u002c dude!,2024-02-06,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,great conversation guy 16th mission gave last book world book day niftyu002c dude,"['great', 'conversation', 'guy', '16th', 'mission', 'gave', 'last', 'book', 'world', 'book', 'day', 'niftyu002c', 'dude']",13,81
267,Courageous & compelling story telling of terrible trap for civilians #Mosul #Mosuloffensive @user,2025-03-09,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Conservatives,False,courageous compelling story telling terrible trap civilian,"['courageous', 'compelling', 'story', 'telling', 'terrible', 'trap', 'civilian']",7,58
268,I had to march to get MLK day as a recognized holiday in Greenville\u002c mind you I 16yrs old when I did it!,2024-11-29,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,march get mlk day recognized holiday greenvilleu002c mind 16yrs old,"['march', 'get', 'mlk', 'day', 'recognized', 'holiday', 'greenvilleu002c', 'mind', '16yrs', 'old']",10,67
269,"@user I must say your book nearly made me cry, because i paid money for it, haa haa just kiddin. What you want to be when grow up?",2025-03-05,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,must say book nearly made cry paid money haa haa kiddin want grow,"['must', 'say', 'book', 'nearly', 'made', 'cry', 'paid', 'money', 'haa', 'haa', 'kiddin', 'want', 'grow']",13,65
270,Today (July 28th \u201912) is Milk Chocolate Day. Bring it on. #milkchocolateday,2024-03-12,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,today july 28th u201912 milk chocolate day bring,"['today', 'july', '28th', 'u201912', 'milk', 'chocolate', 'day', 'bring']",8,48
271,"David Cameron, Theresa May - you turn you back on this - you shame us all. Bri",2024-01-01,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,False,david cameron theresa may turn back shame u bri,"['david', 'cameron', 'theresa', 'may', 'turn', 'back', 'shame', 'u', 'bri']",9,47
272,"""oh, hi! just listening to sam smith's """"like i can"""" and weeping! happy wednesday!""",2024-10-29,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,oh hi listening sam smith like weeping happy wednesday,"['oh', 'hi', 'listening', 'sam', 'smith', 'like', 'weeping', 'happy', 'wednesday']",9,54
273,cremaster 3 is at once a tough pill to swallow and a minor miracle of self-expression . ,2024-05-16,unknown_user,,SST-2,en,sst2,positive,Unknown,Unknown,False,cremaster tough pill swallow minor miracle selfexpression,"['cremaster', 'tough', 'pill', 'swallow', 'minor', 'miracle', 'selfexpression']",7,57
274,"OK let's get right to the point. We have five recent college grads (must have majored in the F word) going out on a weekend camping trip. They run into someone who is in need of help, but instead of trying to assist him, they decide to set him on fire instead. Nice bunch of peopl",2025-04-08,unknown_user,,IMDB,en,imdb,negative,Unknown,Unknown,False,ok let get right point five recent college grad must majored word going weekend camping trip run someone need help but instead trying assist decide set fire instead nice bunch peopl,"['ok', 'let', 'get', 'right', 'point', 'five', 'recent', 'college', 'grad', 'must', 'majored', 'word', 'going', 'weekend', 'camping', 'trip', 'run', 'someone', 'need', 'help', 'but', 'instead', 'trying', 'assist', 'decide', 'set', 'fire', 'instead', 'nice', 'bunch', 'peopl']",31,181
275,@user may be worth you investigating what happened to the wwe wrestler recently as part of this programme! Seth Rollins is the guy...,2024-01-14,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,may worth investigating happened wwe wrestler recently part programme seth rollins guy,"['may', 'worth', 'investigating', 'happened', 'wwe', 'wrestler', 'recently', 'part', 'programme', 'seth', 'rollins', 'guy']",12,86
276,"""But with poverty defenders, midfielders from Galatasaray and Olympiakos and a captain that works as cancer in your team, you may expect to""",2024-07-22,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,False,but poverty defender midfielders galatasaray olympiakos captain work cancer team may expect,"['but', 'poverty', 'defender', 'midfielders', 'galatasaray', 'olympiakos', 'captain', 'work', 'cancer', 'team', 'may', 'expect']",12,91
277,I'll be live streaming the sad Giants fans via @user this Saturday night at MetLife after @user beats the Giants again. #JAXvsNYG,2024-04-21,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,ill live streaming sad giant fan via saturday night metlife beat giant,"['ill', 'live', 'streaming', 'sad', 'giant', 'fan', 'via', 'saturday', 'night', 'metlife', 'beat', 'giant']",12,70
278,"whenever you think you've figured out late marriage , it throws you for a loop .",2025-05-09,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,positive,Unknown,Unknown,False,whenever think youve figured late marriage throw loop,"['whenever', 'think', 'youve', 'figured', 'late', 'marriage', 'throw', 'loop']",8,53
279,Shawn with little kids may just be the cutest thing on the face of this planet,2024-02-27,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,shawn little kid may cutest thing face planet,"['shawn', 'little', 'kid', 'may', 'cutest', 'thing', 'face', 'planet']",8,45
280,"""In other news, had a great Saturday on the town with @user and my old uni friend at a David Bowie tribute orchestra :P""",2024-09-01,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,news great saturday town old uni friend david bowie tribute orchestra,"['news', 'great', 'saturday', 'town', 'old', 'uni', 'friend', 'david', 'bowie', 'tribute', 'orchestra']",11,69
281,a solid film ... but more conscientious than it is truly stirring . ,2024-12-06,unknown_user,,SST-2,en,sst2,positive,Unknown,Unknown,False,solid film but conscientious truly stirring,"['solid', 'film', 'but', 'conscientious', 'truly', 'stirring']",6,43
282,That Kris Bryant 9th inning home run was the turning point in the season.,2024-02-14,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,kris bryant 9th inning home run turning point season,"['kris', 'bryant', '9th', 'inning', 'home', 'run', 'turning', 'point', 'season']",9,52
283,"has enough wit , energy and geniality to please not only the fanatical adherents on either side , but also people who know nothing about the subject and think they're not interested .",2024-04-29,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,positive,Unknown,Unknown,False,enough wit energy geniality please not fanatical adherent either side but also people know nothing subject think theyre not interested,"['enough', 'wit', 'energy', 'geniality', 'please', 'not', 'fanatical', 'adherent', 'either', 'side', 'but', 'also', 'people', 'know', 'nothing', 'subject', 'think', 'theyre', 'not', 'interested']",20,134
284,The Anti-trump Riots Are A Smoke Screen The Real Goal – Eliminate The Electoral College:,2024-01-01,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Trump,Unknown,False,antitrump riot smoke screen real goal eliminate electoral college,"['antitrump', 'riot', 'smoke', 'screen', 'real', 'goal', 'eliminate', 'electoral', 'college']",9,65
285,@user @user i seized some in our neighborhood on EID's 2nd day but faced some anger frm their families' side :( so gave thm back,2025-01-09,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,False,seized neighborhood eids 2nd day but faced anger frm family side gave thm back,"['seized', 'neighborhood', 'eids', '2nd', 'day', 'but', 'faced', 'anger', 'frm', 'family', 'side', 'gave', 'thm', 'back']",14,78
286,@user Same could be said about Marie Colvin. I may not liked him\u002c nor his employer but he never harmed anyone and he has family.,2024-04-29,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,could said marie colvin may not liked himu002c nor employer but never harmed anyone family,"['could', 'said', 'marie', 'colvin', 'may', 'not', 'liked', 'himu002c', 'nor', 'employer', 'but', 'never', 'harmed', 'anyone', 'family']",15,90
287,"""tonight I dreamed of being in Orleans with the bus lines of Milan, and the IperCoop of Piazza Lodi instead of the Carrefour of Place d'Arc.""",2024-10-06,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,tonight dreamed orleans bus line milan ipercoop piazza lodi instead carrefour place darc,"['tonight', 'dreamed', 'orleans', 'bus', 'line', 'milan', 'ipercoop', 'piazza', 'lodi', 'instead', 'carrefour', 'place', 'darc']",13,88
288,it's a perfect show of respect to just one of those underrated professionals who deserve but rarely receive it .,2025-03-04,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,positive,Unknown,Unknown,False,perfect show respect one underrated professional deserve but rarely receive,"['perfect', 'show', 'respect', 'one', 'underrated', 'professional', 'deserve', 'but', 'rarely', 'receive']",10,75
289,"""Cate Blanchett isn't a tall poppy, she's a redwood. Long may she continue to grow. #AACTAs""",2025-04-18,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,cate blanchett isnt tall poppy shes redwood long may continue grow,"['cate', 'blanchett', 'isnt', 'tall', 'poppy', 'shes', 'redwood', 'long', 'may', 'continue', 'grow']",11,66
290,interesting how the US will now see Latin America. The ice cream is really good and so is the health system. Get Cuba to run Obamacare.,2024-12-22,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Obama,Unknown,False,interesting u see latin america ice cream really good health system get cuba run obamacare,"['interesting', 'u', 'see', 'latin', 'america', 'ice', 'cream', 'really', 'good', 'health', 'system', 'get', 'cuba', 'run', 'obamacare']",15,90
291,First time I've been called off in a while and couldn't ask for a better day to have off. Plus Jason Aldean is tomorrow!,2024-08-17,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,first time ive called couldnt ask better day plus jason aldean tomorrow,"['first', 'time', 'ive', 'called', 'couldnt', 'ask', 'better', 'day', 'plus', 'jason', 'aldean', 'tomorrow']",12,71
292,(Part I) Dead Network Walking: Why Google+ May Be On its Way Out: Google is phasing out many of the capabiliti...,2024-08-31,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,False,part dead network walking google may way google phasing many capabiliti,"['part', 'dead', 'network', 'walking', 'google', 'may', 'way', 'google', 'phasing', 'many', 'capabiliti']",11,71
293,"""via GigaOM: Facebook may have solved mobile, but Google is still struggling with it",2024-12-01,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,via gigaom facebook may solved mobile but google still struggling,"['via', 'gigaom', 'facebook', 'may', 'solved', 'mobile', 'but', 'google', 'still', 'struggling']",10,65
294,looking and stylish ,2024-08-25,unknown_user,,SST-2,en,sst2,positive,Unknown,Unknown,False,looking stylish,"['looking', 'stylish']",2,15
295,I'm only ok with 3rd floor playing Snoop Dogg this early because I'm still on a gangsta rap high after seeing Straight Outta Compton #dope,2024-04-10,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,im ok 3rd floor playing snoop dogg early im still gangsta rap high seeing straight outta compton,"['im', 'ok', '3rd', 'floor', 'playing', 'snoop', 'dogg', 'early', 'im', 'still', 'gangsta', 'rap', 'high', 'seeing', 'straight', 'outta', 'compton']",17,96
296,"There's fake news, and then there's bulls**t news.",2024-01-21,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,False,there fake news there bullst news,"['there', 'fake', 'news', 'there', 'bullst', 'news']",6,33
297,"will undoubtedly play well in european markets , where mr . besson is a brand name , and in asia , where ms . shu is an institution , but american audiences will probably find it familiar and insufficiently cathartic .",2025-02-09,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,negative,Unknown,Unknown,False,undoubtedly play well european market mr besson brand name asia m shu institution but american audience probably find familiar insufficiently cathartic,"['undoubtedly', 'play', 'well', 'european', 'market', 'mr', 'besson', 'brand', 'name', 'asia', 'm', 'shu', 'institution', 'but', 'american', 'audience', 'probably', 'find', 'familiar', 'insufficiently', 'cathartic']",21,151
298,"""'A Bee Gees tune was on the radio, the sun was out and the smell of bacon wafted through the air.' #guesthouse""",2025-03-31,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,bee gee tune radio sun smell bacon wafted air,"['bee', 'gee', 'tune', 'radio', 'sun', 'smell', 'bacon', 'wafted', 'air']",9,45
299,it's a beautifully accomplished lyrical meditation on a bunch of despondent and vulnerable characters living in the renown chelsea hotel . . .,2024-12-23,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,positive,Unknown,Unknown,False,beautifully accomplished lyrical meditation bunch despondent vulnerable character living renown chelsea hotel,"['beautifully', 'accomplished', 'lyrical', 'meditation', 'bunch', 'despondent', 'vulnerable', 'character', 'living', 'renown', 'chelsea', 'hotel']",12,109
300,Adamawa to pay prayer warriors N200m to pray against Boko Haram. At 1st I thought this was a joke. Now I know money's the root of all evils.,2024-10-03,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,False,adamawa pay prayer warrior n200m pray against boko haram 1st thought joke know money root evil,"['adamawa', 'pay', 'prayer', 'warrior', 'n200m', 'pray', 'against', 'boko', 'haram', '1st', 'thought', 'joke', 'know', 'money', 'root', 'evil']",16,94
301,#Thailand Washington - US President Barack Obama vowed Wednesday as he visited storm-ravaged New Jersey shore to...,2024-03-26,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Obama,Unknown,False,washington u president Obama vowed wednesday visited stormravaged new jersey shore,"['washington', 'u', 'president', 'Obama', 'vowed', 'wednesday', 'visited', 'stormravaged', 'new', 'jersey', 'shore']",11,82
302,"@user yeah honestly, going up to see my Gran plus my cousin got tickets for the edinburgh derby on Sunday. Yeah course you can""",2025-04-21,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,yeah honestly going see gran plus cousin got ticket edinburgh derby sunday yeah course,"['yeah', 'honestly', 'going', 'see', 'gran', 'plus', 'cousin', 'got', 'ticket', 'edinburgh', 'derby', 'sunday', 'yeah', 'course']",14,86
303,I saw this movie as a very young girl (I'm 27 now) and it scared me witless for years. I had nightmares about every aspect of this film from the way it was drawn to the music to (obviously) the violence. My parents still argue about who allowed me to watch it and both of them say,2025-01-02,unknown_user,,IMDB,en,imdb,negative,Unknown,Unknown,False,saw movie young girl im 27 scared witless year nightmare every aspect film way drawn music obviously violence parent still argue allowed watch say,"['saw', 'movie', 'young', 'girl', 'im', '27', 'scared', 'witless', 'year', 'nightmare', 'every', 'aspect', 'film', 'way', 'drawn', 'music', 'obviously', 'violence', 'parent', 'still', 'argue', 'allowed', 'watch', 'say']",24,146
304,Kris Bryant flies out to the warning track. Almost had his 4th hit of the night. #Cubs,2024-08-24,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,kris bryant fly warning track almost 4th hit night,"['kris', 'bryant', 'fly', 'warning', 'track', 'almost', '4th', 'hit', 'night']",9,50
305,I'm going to see the Foo Fighters tonight in Edinburgh! I expect to be 10% a better human being tomorrow morning!...,2025-03-12,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,im going see foo fighter tonight edinburgh expect 10 better human tomorrow morning,"['im', 'going', 'see', 'foo', 'fighter', 'tonight', 'edinburgh', 'expect', '10', 'better', 'human', 'tomorrow', 'morning']",13,82
306,"Big rock candy mountain is amazing. i watched it when i was little, and still do to this day.(senior in high school). if i could imagine heaven, that is what it would look like. i wish i could live in big rock candy mountain where candy grows on trees. Zach Hyman is profs, and my",2025-03-28,unknown_user,,IMDB,en,imdb,positive,Unknown,Unknown,False,big rock candy mountain amazing watched little still daysenior high school could imagine heaven would look like wish could live big rock candy mountain candy grows tree zach hyman prof,"['big', 'rock', 'candy', 'mountain', 'amazing', 'watched', 'little', 'still', 'daysenior', 'high', 'school', 'could', 'imagine', 'heaven', 'would', 'look', 'like', 'wish', 'could', 'live', 'big', 'rock', 'candy', 'mountain', 'candy', 'grows', 'tree', 'zach', 'hyman', 'prof']",30,184
307,... the kind of entertainment that parents love to have their kids see . ,2024-01-02,unknown_user,,SST-2,en,sst2,positive,Unknown,Unknown,False,kind entertainment parent love kid see,"['kind', 'entertainment', 'parent', 'love', 'kid', 'see']",6,38
308,It would be poetic if Nintendo became a Sony 2nd Party Developer. It would also make choosing consoles every generation very easy,2024-07-21,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,would poetic nintendo became sony 2nd party developer would also make choosing console every generation easy,"['would', 'poetic', 'nintendo', 'became', 'sony', '2nd', 'party', 'developer', 'would', 'also', 'make', 'choosing', 'console', 'every', 'generation', 'easy']",16,108
309,TFI Friday is just Chris Evans having a mid life crisis live on TV,2024-10-13,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,False,tfi friday chris evans mid life crisis live tv,"['tfi', 'friday', 'chris', 'evans', 'mid', 'life', 'crisis', 'live', 'tv']",9,46
310,@user you did an amazing job.....Can u fly to Indiana and sing to me for my birthday tomorrow,2024-11-19,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,amazing jobcan fly indiana sing birthday tomorrow,"['amazing', 'jobcan', 'fly', 'indiana', 'sing', 'birthday', 'tomorrow']",7,49
311,@user @user no!  Some bad hombres doesn't excuse you from being a good person. If you need help...,2024-11-07,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,no bad hombre doesnt excuse good person need help,"['no', 'bad', 'hombre', 'doesnt', 'excuse', 'good', 'person', 'need', 'help']",9,49
312,No. What sets you apart is that you're such hypocrites. Now allow a peaceful transition of power to #Trump. Typical…,2024-03-30,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Trump,Unknown,False,no set apart youre hypocrite allow peaceful transition power typical…,"['no', 'set', 'apart', 'youre', 'hypocrite', 'allow', 'peaceful', 'transition', 'power', 'typical…']",10,69
313,I'm supposed to see Frank Ocean tomorrow. Then he pulled another houdini and won't be going to FYF.,2025-04-16,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,False,im supposed see frank ocean tomorrow pulled another houdini wont going fyf,"['im', 'supposed', 'see', 'frank', 'ocean', 'tomorrow', 'pulled', 'another', 'houdini', 'wont', 'going', 'fyf']",12,74
314,"@user Sorry to hear that, Naruto.  Hopefully things will turn around for you very soon.  And good luck with 1st semester!""",2024-01-15,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,sorry hear naruto hopefully thing turn around soon good luck 1st semester,"['sorry', 'hear', 'naruto', 'hopefully', 'thing', 'turn', 'around', 'soon', 'good', 'luck', '1st', 'semester']",12,73
315,"You want a movie that'll take you places? Well this is a good pick. If you were an adolescent in the era portrayed in this film--the hayday of Motown--or if you want to reach back and see what your parents made so much noise about, I suggest you pick up this flick and give it a w",2025-03-17,unknown_user,,IMDB,en,imdb,positive,Unknown,Unknown,False,want movie thatll take place well good pick adolescent era portrayed filmthe hayday motownor want reach back see parent made much noise suggest pick flick give,"['want', 'movie', 'thatll', 'take', 'place', 'well', 'good', 'pick', 'adolescent', 'era', 'portrayed', 'filmthe', 'hayday', 'motownor', 'want', 'reach', 'back', 'see', 'parent', 'made', 'much', 'noise', 'suggest', 'pick', 'flick', 'give']",26,159
316,pathetic junk ,2024-11-16,unknown_user,,SST-2,en,sst2,negative,Unknown,Unknown,False,pathetic junk,"['pathetic', 'junk']",2,13
317,.@pimping_is_easy @user @user #hamas is killing #Palestine. Here's the leader's son telling truth,2024-05-11,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,False,killing here leader son telling truth,"['killing', 'here', 'leader', 'son', 'telling', 'truth']",6,37
318,Netflix and Hulu stats - Seinfeld still killing it;,2025-04-07,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,netflix hulu stats seinfeld still killing,"['netflix', 'hulu', 'stats', 'seinfeld', 'still', 'killing']",6,41
319,"""Rahul Gandhi's inaugural address at the 31st Plenary Session of INTUC, today, at Talkatora Stadium. #RGwithWorkers",2024-01-28,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Rahul Gandhi,Unknown,False,rahul gandhi inaugural address 31st plenary session intuc today talkatora stadium,"['rahul', 'gandhi', 'inaugural', 'address', '31st', 'plenary', 'session', 'intuc', 'today', 'talkatora', 'stadium']",11,81
320,"""\""""""""@ForeverJeTi: Tiffany will be one of the MCs along with CNBlue\u2019s Yonghwa and Beast\u2019s Gikwang for SBS KPOP Super Concert on November 10.\""""""""""",2024-12-09,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,tiffany one mc along cnblueu2019s yonghwa beastu2019s gikwang sb kpop super concert november 10,"['tiffany', 'one', 'mc', 'along', 'cnblueu2019s', 'yonghwa', 'beastu2019s', 'gikwang', 'sb', 'kpop', 'super', 'concert', 'november', '10']",14,95
321,"@user haha! Seriously, though, it reminds me of the Seinfeld character Jimmy. ""Jimmy liked worship this Sunday.""  #chsocm",2024-04-21,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,haha seriously though reminds seinfeld character jimmy jimmy liked worship sunday,"['haha', 'seriously', 'though', 'reminds', 'seinfeld', 'character', 'jimmy', 'jimmy', 'liked', 'worship', 'sunday']",11,81
322,"despite its raucous intent , xxx is as conventional as a nike ad and as rebellious as spring break .",2024-09-10,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,negative,Unknown,Unknown,False,despite raucous intent xxx conventional nike ad rebellious spring break,"['despite', 'raucous', 'intent', 'xxx', 'conventional', 'nike', 'ad', 'rebellious', 'spring', 'break']",10,71
323,"@user It's against the Constitution to turn Christians into 2nd class citizens for disagreeing with homosexuality, like it or not""",2024-09-18,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,False,against constitution turn christian 2nd class citizen disagreeing homosexuality like not,"['against', 'constitution', 'turn', 'christian', '2nd', 'class', 'citizen', 'disagreeing', 'homosexuality', 'like', 'not']",11,88
324,Fashion Star tomorrow.... Should be a fun long day,2024-06-21,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,fashion star tomorrow fun long day,"['fashion', 'star', 'tomorrow', 'fun', 'long', 'day']",6,34
325,"""Greg Abbott/AG Ken Paxton cost taxpayers $741,000 in legal fees in gay marriage case. Can you say frivolous lawsuit?",2024-09-01,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,False,greg abbottag ken paxton cost taxpayer 741000 legal fee gay marriage case say frivolous lawsuit,"['greg', 'abbottag', 'ken', 'paxton', 'cost', 'taxpayer', '741000', 'legal', 'fee', 'gay', 'marriage', 'case', 'say', 'frivolous', 'lawsuit']",15,95
326,the emotions are raw and will strike a nerve with anyone who 's ever had family trauma . ,2025-03-16,unknown_user,,SST-2,en,sst2,positive,Unknown,Unknown,False,emotion raw strike nerve anyone ever family trauma,"['emotion', 'raw', 'strike', 'nerve', 'anyone', 'ever', 'family', 'trauma']",8,50
327,#MuhammadAli Muhammad Ali VS Sonny Liston 1965 Signed Autographed Framed #Photo Steine #Legend #Boxer,2024-01-04,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,muhammad ali v sonny liston 1965 signed autographed framed steine,"['muhammad', 'ali', 'v', 'sonny', 'liston', '1965', 'signed', 'autographed', 'framed', 'steine']",10,65
328,the film 's hero is a bore and his innocence soon becomes a questionable kind of inexcusable dumb innocence . ,2024-09-02,unknown_user,,SST-2,en,sst2,negative,Unknown,Unknown,False,film hero bore innocence soon becomes questionable kind inexcusable dumb innocence,"['film', 'hero', 'bore', 'innocence', 'soon', 'becomes', 'questionable', 'kind', 'inexcusable', 'dumb', 'innocence']",11,82
329,"""Well, beautiful people the actual album in full glory will arrive today ready for tomorrow at the Horn! Thanks to @user you guys rock""",2025-04-15,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,well beautiful people actual album full glory arrive today ready tomorrow horn thanks guy rock,"['well', 'beautiful', 'people', 'actual', 'album', 'full', 'glory', 'arrive', 'today', 'ready', 'tomorrow', 'horn', 'thanks', 'guy', 'rock']",15,94
330,Here Is Everything You Should Know About Melania Trumphttps://t.co/eH6V4gxcDF,2024-06-29,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Trump,Unknown,False,everything know melania trump,"['everything', 'know', 'melania', 'trump']",4,29
