id,text,timestamp,user,location,source,language,query,true_sentiment,politician,party,is_sarcastic,cleaned_text,tokens,token_count,char_count,ml_label,ml_confidence,ml_probs,split,dl_label,dl_confidence,dl_probs,final_sentiment,final_confidence,is_different_from_ml,extracted_entities
230,"""Rebecca Black's """"""""Friday"""""""" is still at the top of my playlist. #coolkid""",2024-02-25,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,rebecca black friday still top playlist,"['rebecca', 'black', 'friday', 'still', 'top', 'playlist']",6,39,neutral,0.4603,"{np.str_('negative'): 0.1069, np.str_('neutral'): 0.4603, np.str_('positive'): 0.4327}",labeled,positive,0.7901,"{'positive': 0.7901, 'neutral': 0.2019, 'negative': 0.0079}",positive,0.6471,1,"[""Rebecca Black's""]"
231,briana's mum said that briana is 34 weeks pregnant which falls around the 30th of april and louis is in london by then,2024-09-22,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,brianas mum said briana 34 week pregnant fall around 30th april louis london,"['brianas', 'mum', 'said', 'briana', '34', 'week', 'pregnant', 'fall', 'around', '30th', 'april', 'louis', 'london']",13,76,neutral,0.5348,"{np.str_('negative'): 0.271, np.str_('neutral'): 0.5348, np.str_('positive'): 0.1942}",labeled,neutral,0.9448,"{'neutral': 0.9448, 'positive': 0.0473, 'negative': 0.0079}",neutral,0.7808,0,"['louis', 'london', 'briana']"
232,@user Morning Huda. Happy Friday.wishing everyone a great weekend. Could you play wrecking ball for Eric Church. Thanks.,2025-02-24,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,morning huda happy fridaywishing everyone great weekend could play wrecking ball eric church thanks,"['morning', 'huda', 'happy', 'fridaywishing', 'everyone', 'great', 'weekend', 'could', 'play', 'wrecking', 'ball', 'eric', 'church', 'thanks']",14,99,positive,0.7026,"{np.str_('negative'): 0.1507, np.str_('neutral'): 0.1468, np.str_('positive'): 0.7026}",labeled,positive,0.9793,"{'positive': 0.9793, 'neutral': 0.0177, 'negative': 0.003}",positive,0.8686,0,['Eric Church']
233,"""On Wall Street, bulls are upbeat at the conclusion of a volatile week. Housing Starts +6.3%. #Marketsong: """"""""Friday On My Mind"""""""" by Easybeats""",2025-04-20,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,wall street bull upbeat conclusion volatile week housing start 63 friday mind easybeats,"['wall', 'street', 'bull', 'upbeat', 'conclusion', 'volatile', 'week', 'housing', 'start', '63', 'friday', 'mind', 'easybeats']",13,87,neutral,0.4138,"{np.str_('negative'): 0.2048, np.str_('neutral'): 0.4138, np.str_('positive'): 0.3815}",labeled,neutral,0.831,"{'neutral': 0.831, 'positive': 0.1178, 'negative': 0.0513}",neutral,0.6641,0,"['Housing Starts +6.3%', 'Marketsong']"
235,"Pickin' on the Grateful Dead: A Tribute by Pickin' On (CD, May-1997, CMH) NEW",2024-11-23,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,pickin grateful dead tribute pickin cd may1997 cmh new,"['pickin', 'grateful', 'dead', 'tribute', 'pickin', 'cd', 'may1997', 'cmh', 'new']",9,54,neutral,0.5889,"{np.str_('negative'): 0.1286, np.str_('neutral'): 0.5889, np.str_('positive'): 0.2825}",labeled,neutral,0.839,"{'neutral': 0.839, 'positive': 0.1333, 'negative': 0.0277}",neutral,0.739,0,"[""the Grateful Dead: A Tribute by Pickin'"", 'CMH']"
236,"@user @user @user @user  Appears Jill Stein, Hillary Clinton and George Soros work…",2024-05-08,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,appears jill stein hillary clinton george soros work…,"['appears', 'jill', 'stein', 'hillary', 'clinton', 'george', 'soros', 'work…']",8,53,neutral,0.4399,"{np.str_('negative'): 0.2429, np.str_('neutral'): 0.4399, np.str_('positive'): 0.3172}",labeled,neutral,0.8885,"{'neutral': 0.8885, 'positive': 0.0868, 'negative': 0.0247}",neutral,0.7091,0,"['George Soros', 'Jill Stein', 'Hillary Clinton']"
237,Gucci multitude libido self-command december appear the twain thine module an in earnings as far as approving ...,2024-07-22,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,gucci multitude libido selfcommand december appear twain thine module earnings far approving,"['gucci', 'multitude', 'libido', 'selfcommand', 'december', 'appear', 'twain', 'thine', 'module', 'earnings', 'far', 'approving']",12,92,positive,0.4046,"{np.str_('negative'): 0.2554, np.str_('neutral'): 0.34, np.str_('positive'): 0.4046}",labeled,neutral,0.8855,"{'neutral': 0.8855, 'positive': 0.0971, 'negative': 0.0175}",neutral,0.6673,1,[]
238,Some concept art done by the late Ralph McQuarrie. May the force be with you.,2024-09-19,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,concept art done late ralph mcquarrie may force,"['concept', 'art', 'done', 'late', 'ralph', 'mcquarrie', 'may', 'force']",8,47,positive,0.4046,"{np.str_('negative'): 0.2554, np.str_('neutral'): 0.34, np.str_('positive'): 0.4046}",labeled,neutral,0.9025,"{'neutral': 0.9025, 'negative': 0.0641, 'positive': 0.0334}",neutral,0.6775,1,['Ralph McQuarrie']
239,University of Western Australia fear that the recent illegal action tests of ICC may be based on unreliable evidence.,2024-01-19,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,university western australia fear recent illegal action test icc may based unreliable evidence,"['university', 'western', 'australia', 'fear', 'recent', 'illegal', 'action', 'test', 'icc', 'may', 'based', 'unreliable', 'evidence']",13,94,neutral,0.4064,"{np.str_('negative'): 0.3852, np.str_('neutral'): 0.4064, np.str_('positive'): 0.2084}",labeled,negative,0.6534,"{'negative': 0.6534, 'neutral': 0.3378, 'positive': 0.0088}",negative,0.5461,1,['University of Western Australia']
240,"a scary , action-packed chiller ",2024-07-14,unknown_user,,SST-2,en,sst2,positive,Unknown,Unknown,0,scary actionpacked chiller,"['scary', 'actionpacked', 'chiller']",3,26,positive,0.4046,"{np.str_('negative'): 0.2554, np.str_('neutral'): 0.34, np.str_('positive'): 0.4046}",labeled,neutral,0.5927,"{'neutral': 0.5927, 'negative': 0.2381, 'positive': 0.1691}",neutral,0.4916,1,[]
241,"this rather superficial arthouse middle-brow film knows how to please a crowd , and that's about all it does well .",2024-05-11,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,negative,Unknown,Unknown,0,rather superficial arthouse middlebrow film know please crowd thats well,"['rather', 'superficial', 'arthouse', 'middlebrow', 'film', 'know', 'please', 'crowd', 'thats', 'well']",10,72,positive,0.4958,"{np.str_('negative'): 0.3203, np.str_('neutral'): 0.1839, np.str_('positive'): 0.4958}",labeled,neutral,0.5445,"{'neutral': 0.5445, 'negative': 0.3006, 'positive': 0.1548}",neutral,0.4003,1,[]
242,"without a doubt, one of the most racially prejudiced films i've ever seen, with the prejudice being levelled against Hayden Panettiere as she has to move into a tough inner city school. She is constantly called ""white girl"" and other slurs based on her colour. Firstly would this ",2024-06-30,unknown_user,,IMDB,en,imdb,negative,Unknown,Unknown,0,without doubt one racially prejudiced film ive ever seen prejudice levelled against hayden panettiere move tough inner city school constantly called white girl slur based colour firstly would,"['without', 'doubt', 'one', 'racially', 'prejudiced', 'film', 'ive', 'ever', 'seen', 'prejudice', 'levelled', 'against', 'hayden', 'panettiere', 'move', 'tough', 'inner', 'city', 'school', 'constantly', 'called', 'white', 'girl', 'slur', 'based', 'colour', 'firstly', 'would']",28,191,negative,0.5645,"{np.str_('negative'): 0.5645, np.str_('neutral'): 0.1805, np.str_('positive'): 0.255}",labeled,negative,0.8257,"{'negative': 0.8257, 'neutral': 0.1634, 'positive': 0.0108}",negative,0.7212,0,['Hayden Panettiere']
243,"""31 games played with Inter and I sit in 5th, 4 points behind city rivals Milan in my final CL spot. 2nd to last game I face them """"away""""...""",2024-03-23,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,31 game played inter sit 5th point behind city rival milan final cl spot 2nd last game face away,"['31', 'game', 'played', 'inter', 'sit', '5th', 'point', 'behind', 'city', 'rival', 'milan', 'final', 'cl', 'spot', '2nd', 'last', 'game', 'face', 'away']",19,96,neutral,0.6474,"{np.str_('negative'): 0.1429, np.str_('neutral'): 0.6474, np.str_('positive'): 0.2096}",labeled,neutral,0.9076,"{'neutral': 0.9076, 'positive': 0.0548, 'negative': 0.0376}",neutral,0.8035,0,"['Milan', 'Inter', 'CL']"
244,Carly Fiorina on the Rise After Thursday Night's Debate - She &amp; Trump are like oil and water.,2025-03-18,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Trump,Unknown,0,carly fiorina rise thursday night debate amp trump like oil water,"['carly', 'fiorina', 'rise', 'thursday', 'night', 'debate', 'amp', 'trump', 'like', 'oil', 'water']",11,65,positive,0.4162,"{np.str_('negative'): 0.1972, np.str_('neutral'): 0.3866, np.str_('positive'): 0.4162}",labeled,neutral,0.8481,"{'neutral': 0.8481, 'positive': 0.0779, 'negative': 0.074}",neutral,0.6635,1,"['Carly Fiorina', 'Debate - She &amp', 'Trump']"
245,Come play the @user 15th Ball Challenge and you could score a Nokia tablet! #15thShot #yougotthis,2024-05-06,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,come play 15th ball challenge could score nokia tablet,"['come', 'play', '15th', 'ball', 'challenge', 'could', 'score', 'nokia', 'tablet']",9,54,positive,0.5308,"{np.str_('negative'): 0.2555, np.str_('neutral'): 0.2137, np.str_('positive'): 0.5308}",labeled,neutral,0.7481,"{'neutral': 0.7481, 'positive': 0.2077, 'negative': 0.0442}",neutral,0.5343,1,"['@user', 'Nokia']"
246,"Don't wait for the herd to act against vaccines because the herd takes their orders from government, newspapers,...",2024-11-10,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,0,dont wait herd act against vaccine herd take order government newspaper,"['dont', 'wait', 'herd', 'act', 'against', 'vaccine', 'herd', 'take', 'order', 'government', 'newspaper']",11,71,positive,0.3806,"{np.str_('negative'): 0.3679, np.str_('neutral'): 0.2515, np.str_('positive'): 0.3806}",labeled,neutral,0.7122,"{'neutral': 0.7122, 'negative': 0.2444, 'positive': 0.0434}",neutral,0.5279,1,[]
247,"@user I am in favor of Marine Le Pen for France, i love how leftists always project baselessly. I am not in favor of crooked clinton",2024-10-07,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,favor marine le pen france love leftist always project baselessly not favor crooked clinton,"['favor', 'marine', 'le', 'pen', 'france', 'love', 'leftist', 'always', 'project', 'baselessly', 'not', 'favor', 'crooked', 'clinton']",14,91,neutral,0.4192,"{np.str_('negative'): 0.182, np.str_('neutral'): 0.4192, np.str_('positive'): 0.3988}",labeled,negative,0.6071,"{'negative': 0.6071, 'neutral': 0.3398, 'positive': 0.0531}",negative,0.4371,1,"['France', 'Marine Le Pen', 'clinton']"
248,@user Hey Girl\u002c Excited to see the New Jersey Shore tomorrow! :),2024-02-01,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,hey girlu002c excited see new jersey shore tomorrow,"['hey', 'girlu002c', 'excited', 'see', 'new', 'jersey', 'shore', 'tomorrow']",8,51,positive,0.4595,"{np.str_('negative'): 0.1227, np.str_('neutral'): 0.4178, np.str_('positive'): 0.4595}",labeled,positive,0.9842,"{'positive': 0.9842, 'neutral': 0.0141, 'negative': 0.0017}",positive,0.7743,0,['the New Jersey']
249,Staying positive today with the talented George Harrison. Bad day? The sun always rises the next#herecomesthesun,2024-10-14,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Harris,Unknown,0,staying positive today talented george harrison bad day sun always rise next,"['staying', 'positive', 'today', 'talented', 'george', 'harrison', 'bad', 'day', 'sun', 'always', 'rise', 'next']",12,76,positive,0.4722,"{np.str_('negative'): 0.1978, np.str_('neutral'): 0.33, np.str_('positive'): 0.4722}",labeled,positive,0.8356,"{'positive': 0.8356, 'neutral': 0.1396, 'negative': 0.0248}",positive,0.6902,0,['George Harrison']
250,@user Franko's RBI single in the top of the 1st gives Gray a 1-0 heading to the bottom. Atta way!,2024-07-09,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,frankos rbi single top 1st give gray 10 heading bottom atta way,"['frankos', 'rbi', 'single', 'top', '1st', 'give', 'gray', '10', 'heading', 'bottom', 'atta', 'way']",12,63,positive,0.3956,"{np.str_('negative'): 0.2279, np.str_('neutral'): 0.3765, np.str_('positive'): 0.3956}",labeled,neutral,0.9155,"{'neutral': 0.9155, 'positive': 0.0673, 'negative': 0.0173}",neutral,0.6999,1,"['RBI', ""@user Franko's""]"
251,@user @user More good news may O and Carter can have a beer summit in the Gaza strip,2025-04-08,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,good news may carter beer summit gaza strip,"['good', 'news', 'may', 'carter', 'beer', 'summit', 'gaza', 'strip']",8,43,positive,0.5008,"{np.str_('negative'): 0.2495, np.str_('neutral'): 0.2496, np.str_('positive'): 0.5008}",labeled,positive,0.909,"{'positive': 0.909, 'neutral': 0.0867, 'negative': 0.0042}",positive,0.7457,0,"['Gaza', 'Carter']"
252,@user but wrong on gay gene.  However bad fatherly figure or lack there of may be the issue and vice a versa for a lesbian,2024-03-05,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,1,but wrong gay gene however bad fatherly figure lack may issue vice versa lesbian,"['but', 'wrong', 'gay', 'gene', 'however', 'bad', 'fatherly', 'figure', 'lack', 'may', 'issue', 'vice', 'versa', 'lesbian']",14,80,positive,0.3611,"{np.str_('negative'): 0.3607, np.str_('neutral'): 0.2781, np.str_('positive'): 0.3611}",labeled,negative,0.8084,"{'negative': 0.8084, 'neutral': 0.1845, 'positive': 0.0071}",negative,0.6293,1,['@user']
253,Going to go watch the 36 Saints movie on my tv.  Night! Cya tomorrow. Oh I watched Big Brother. LOL!,2024-06-24,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,going go watch 36 saint movie tv night cya tomorrow oh watched big brother lol,"['going', 'go', 'watch', '36', 'saint', 'movie', 'tv', 'night', 'cya', 'tomorrow', 'oh', 'watched', 'big', 'brother', 'lol']",15,78,positive,0.5923,"{np.str_('negative'): 0.2063, np.str_('neutral'): 0.2013, np.str_('positive'): 0.5923}",labeled,neutral,0.6857,"{'neutral': 0.6857, 'positive': 0.2869, 'negative': 0.0274}",neutral,0.4919,1,"['Saints', 'LOL']"
254,Mort Zuckerman\u002c WSJDon\u2019t be fooled by the headline unemployment number of 8.1% announced on Friday. The reason the number dropped to 8.1%...,2024-07-04,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,mort zuckermanu002c wsjdonu2019t fooled headline unemployment number 81 announced friday reason number dropped 81,"['mort', 'zuckermanu002c', 'wsjdonu2019t', 'fooled', 'headline', 'unemployment', 'number', '81', 'announced', 'friday', 'reason', 'number', 'dropped', '81']",14,113,neutral,0.438,"{np.str_('negative'): 0.1297, np.str_('neutral'): 0.438, np.str_('positive'): 0.4323}",labeled,negative,0.5871,"{'negative': 0.5871, 'neutral': 0.3954, 'positive': 0.0175}",neutral,0.4124,0,"['WSJDon\\u2019', 'Mort']"
255,"the documentary does little , apart from raising the topic , to further stoke the conversation .",2025-01-31,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,negative,Unknown,Unknown,0,documentary little apart raising topic stoke conversation,"['documentary', 'little', 'apart', 'raising', 'topic', 'stoke', 'conversation']",7,57,positive,0.4139,"{np.str_('negative'): 0.301, np.str_('neutral'): 0.2852, np.str_('positive'): 0.4139}",labeled,neutral,0.918,"{'neutral': 0.918, 'positive': 0.0597, 'negative': 0.0223}",neutral,0.6649,1,[]
256,Copper river salmon season is just days away from starting...Call us on May 17th for pricing,2025-04-18,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,copper river salmon season day away startingcall u may 17th pricing,"['copper', 'river', 'salmon', 'season', 'day', 'away', 'startingcall', 'u', 'may', '17th', 'pricing']",11,67,positive,0.4281,"{np.str_('negative'): 0.1873, np.str_('neutral'): 0.3846, np.str_('positive'): 0.4281}",labeled,neutral,0.9318,"{'neutral': 0.9318, 'positive': 0.0553, 'negative': 0.0128}",neutral,0.7129,1,[]
257,2 Episodes of Westworld down. 8 to go.,2024-07-25,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,episode westworld go,"['episode', 'westworld', 'go']",3,20,positive,0.4046,"{np.str_('negative'): 0.2554, np.str_('neutral'): 0.34, np.str_('positive'): 0.4046}",labeled,neutral,0.8509,"{'neutral': 0.8509, 'positive': 0.0764, 'negative': 0.0727}",neutral,0.6465,1,[]
258,Mets 3B David Wright crushed the ball deep to left on the third pitch of his 1st at-bat,2024-04-16,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,mets 3b david wright crushed ball deep left third pitch 1st atbat,"['mets', '3b', 'david', 'wright', 'crushed', 'ball', 'deep', 'left', 'third', 'pitch', '1st', 'atbat']",12,65,positive,0.516,"{np.str_('negative'): 0.1613, np.str_('neutral'): 0.3228, np.str_('positive'): 0.516}",labeled,neutral,0.9304,"{'neutral': 0.9304, 'positive': 0.0454, 'negative': 0.0242}",neutral,0.6874,1,['3B David Wright']
259,"Of the three remakes of this plot, I like them all, I have all three on VHS and in addition have a copy of this one on DVD. There is just enough variation in the scripts to make all three entertaining and re-watchable. In addition has any other film been remade three times with s",2025-03-06,unknown_user,,IMDB,en,imdb,positive,Unknown,Unknown,0,three remake plot like three vhs addition copy one dvd enough variation script make three entertaining rewatchable addition film remade three time,"['three', 'remake', 'plot', 'like', 'three', 'vhs', 'addition', 'copy', 'one', 'dvd', 'enough', 'variation', 'script', 'make', 'three', 'entertaining', 'rewatchable', 'addition', 'film', 'remade', 'three', 'time']",22,146,positive,0.5675,"{np.str_('negative'): 0.2835, np.str_('neutral'): 0.149, np.str_('positive'): 0.5675}",labeled,positive,0.5653,"{'positive': 0.5653, 'neutral': 0.4287, 'negative': 0.006}",positive,0.5662,0,['VHS']
260,Tina Fey and Amy Poehler will host the Golden Globe Awards: In what may be the smartest thing the Hollywood Fore...,2024-09-16,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,tina fey amy poehler host golden globe award may smartest thing hollywood fore,"['tina', 'fey', 'amy', 'poehler', 'host', 'golden', 'globe', 'award', 'may', 'smartest', 'thing', 'hollywood', 'fore']",13,78,positive,0.4685,"{np.str_('negative'): 0.3603, np.str_('neutral'): 0.1712, np.str_('positive'): 0.4685}",labeled,positive,0.7665,"{'positive': 0.7665, 'neutral': 0.2237, 'negative': 0.0097}",positive,0.6473,0,"['Tina Fey', 'Amy Poehler']"
261,Saw Margaret Cho tonight at Leicester Square Theatre. Brilliant woman\u002c intuitive\u002c insightful\u002c sexy. She\u2019s here til 31st u must go!!,2024-11-10,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,saw margaret cho tonight leicester square theatre brilliant womanu002c intuitiveu002c insightfulu002c sexy sheu2019s til 31st must go,"['saw', 'margaret', 'cho', 'tonight', 'leicester', 'square', 'theatre', 'brilliant', 'womanu002c', 'intuitiveu002c', 'insightfulu002c', 'sexy', 'sheu2019s', 'til', '31st', 'must', 'go']",17,133,positive,0.4723,"{np.str_('negative'): 0.2098, np.str_('neutral'): 0.3179, np.str_('positive'): 0.4723}",labeled,positive,0.9664,"{'positive': 0.9664, 'neutral': 0.0293, 'negative': 0.0043}",positive,0.7688,0,['Margaret Cho']
262,"""15-30 on Murray's serve, but the Scot more up than down finally and grabs the hold of serve with a couple of aces.  Andy up 4-3* 3rd set.""",2024-06-09,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,1530 murray serve but scot finally grab hold serve couple ace andy 43 3rd set,"['1530', 'murray', 'serve', 'but', 'scot', 'finally', 'grab', 'hold', 'serve', 'couple', 'ace', 'andy', '43', '3rd', 'set']",15,77,neutral,0.3969,"{np.str_('negative'): 0.2826, np.str_('neutral'): 0.3969, np.str_('positive'): 0.3205}",labeled,neutral,0.8593,"{'neutral': 0.8593, 'positive': 0.1352, 'negative': 0.0055}",neutral,0.6743,0,"['Scot', 'Murray', 'Andy']"
263,Win @user tickets right now for their impressive 3D-enhanced performance at the Kirby Center this Tuesday:,2025-04-27,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,win ticket right impressive 3denhanced performance kirby center tuesday,"['win', 'ticket', 'right', 'impressive', '3denhanced', 'performance', 'kirby', 'center', 'tuesday']",9,71,positive,0.5504,"{np.str_('negative'): 0.1544, np.str_('neutral'): 0.2952, np.str_('positive'): 0.5504}",labeled,positive,0.7637,"{'positive': 0.7637, 'neutral': 0.2332, 'negative': 0.0032}",positive,0.6784,0,[]
264,I wanted to read the other comments before leaving my review and the majority definately rules: This movie is aweful! From the acting to the non-realistic animation to the countless errors. I was actually hoping that the flaps would have been extended by a stretch of the imaginat,2025-04-09,unknown_user,,IMDB,en,imdb,negative,Unknown,Unknown,0,wanted read comment leaving review majority definately rule movie aweful acting nonrealistic animation countless error actually hoping flap would extended stretch imaginat,"['wanted', 'read', 'comment', 'leaving', 'review', 'majority', 'definately', 'rule', 'movie', 'aweful', 'acting', 'nonrealistic', 'animation', 'countless', 'error', 'actually', 'hoping', 'flap', 'would', 'extended', 'stretch', 'imaginat']",22,171,negative,0.4383,"{np.str_('negative'): 0.4383, np.str_('neutral'): 0.1326, np.str_('positive'): 0.4291}",labeled,negative,0.8778,"{'negative': 0.8778, 'neutral': 0.1135, 'positive': 0.0087}",negative,0.702,0,[]
265,I think that this film has become an important record of the most horrifying aspect of the East German regime - the imprisonment of its people by what the regime called its anti-fascist protective wall. It is a document of desperation and courage not to be missed. I would however,2024-04-14,unknown_user,,IMDB,en,imdb,positive,Unknown,Unknown,0,think film become important record horrifying aspect east german regime imprisonment people regime called antifascist protective wall document desperation courage not missed would however,"['think', 'film', 'become', 'important', 'record', 'horrifying', 'aspect', 'east', 'german', 'regime', 'imprisonment', 'people', 'regime', 'called', 'antifascist', 'protective', 'wall', 'document', 'desperation', 'courage', 'not', 'missed', 'would', 'however']",24,187,positive,0.4596,"{np.str_('negative'): 0.3784, np.str_('neutral'): 0.162, np.str_('positive'): 0.4596}",labeled,negative,0.5158,"{'negative': 0.5158, 'neutral': 0.4466, 'positive': 0.0375}",negative,0.4608,1,[]
266,Had a great conversation with a guy at 16th & Mission after he gave me his last book for World Book Day. It was nifty\u002c dude!,2024-02-06,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,great conversation guy 16th mission gave last book world book day niftyu002c dude,"['great', 'conversation', 'guy', '16th', 'mission', 'gave', 'last', 'book', 'world', 'book', 'day', 'niftyu002c', 'dude']",13,81,positive,0.5809,"{np.str_('negative'): 0.126, np.str_('neutral'): 0.2931, np.str_('positive'): 0.5809}",labeled,positive,0.9599,"{'positive': 0.9599, 'neutral': 0.0362, 'negative': 0.0038}",positive,0.8083,0,['16th & Mission']
267,Courageous & compelling story telling of terrible trap for civilians #Mosul #Mosuloffensive @user,2025-03-09,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Conservatives,0,courageous compelling story telling terrible trap civilian,"['courageous', 'compelling', 'story', 'telling', 'terrible', 'trap', 'civilian']",7,58,negative,0.3996,"{np.str_('negative'): 0.3996, np.str_('neutral'): 0.336, np.str_('positive'): 0.2643}",labeled,negative,0.6169,"{'negative': 0.6169, 'neutral': 0.3085, 'positive': 0.0746}",negative,0.53,0,[]
268,I had to march to get MLK day as a recognized holiday in Greenville\u002c mind you I 16yrs old when I did it!,2024-11-29,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,march get mlk day recognized holiday greenvilleu002c mind 16yrs old,"['march', 'get', 'mlk', 'day', 'recognized', 'holiday', 'greenvilleu002c', 'mind', '16yrs', 'old']",10,67,positive,0.4356,"{np.str_('negative'): 0.1497, np.str_('neutral'): 0.4147, np.str_('positive'): 0.4356}",labeled,neutral,0.8099,"{'neutral': 0.8099, 'positive': 0.1714, 'negative': 0.0187}",neutral,0.6518,1,[]
269,"@user I must say your book nearly made me cry, because i paid money for it, haa haa just kiddin. What you want to be when grow up?",2025-03-05,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,must say book nearly made cry paid money haa haa kiddin want grow,"['must', 'say', 'book', 'nearly', 'made', 'cry', 'paid', 'money', 'haa', 'haa', 'kiddin', 'want', 'grow']",13,65,negative,0.4276,"{np.str_('negative'): 0.4276, np.str_('neutral'): 0.3713, np.str_('positive'): 0.2011}",labeled,positive,0.4741,"{'positive': 0.4741, 'neutral': 0.3607, 'negative': 0.1652}",neutral,0.3649,1,[]
270,Today (July 28th \u201912) is Milk Chocolate Day. Bring it on. #milkchocolateday,2024-03-12,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,today july 28th u201912 milk chocolate day bring,"['today', 'july', '28th', 'u201912', 'milk', 'chocolate', 'day', 'bring']",8,48,positive,0.5682,"{np.str_('negative'): 0.1485, np.str_('neutral'): 0.2833, np.str_('positive'): 0.5682}",labeled,neutral,0.7756,"{'neutral': 0.7756, 'positive': 0.2153, 'negative': 0.0091}",neutral,0.5787,1,['\\u201912']
271,"David Cameron, Theresa May - you turn you back on this - you shame us all. Bri",2024-01-01,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,1,david cameron theresa may turn back shame u bri,"['david', 'cameron', 'theresa', 'may', 'turn', 'back', 'shame', 'u', 'bri']",9,47,positive,0.4722,"{np.str_('negative'): 0.1688, np.str_('neutral'): 0.359, np.str_('positive'): 0.4722}",labeled,negative,0.7441,"{'negative': 0.7441, 'neutral': 0.2464, 'positive': 0.0095}",negative,0.514,1,"['Bri', 'David Cameron']"
272,"""oh, hi! just listening to sam smith's """"like i can"""" and weeping! happy wednesday!""",2024-10-29,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,oh hi listening sam smith like weeping happy wednesday,"['oh', 'hi', 'listening', 'sam', 'smith', 'like', 'weeping', 'happy', 'wednesday']",9,54,positive,0.4673,"{np.str_('negative'): 0.2532, np.str_('neutral'): 0.2795, np.str_('positive'): 0.4673}",labeled,positive,0.9055,"{'positive': 0.9055, 'neutral': 0.0849, 'negative': 0.0096}",positive,0.7302,0,"[""sam smith's""]"
273,cremaster 3 is at once a tough pill to swallow and a minor miracle of self-expression . ,2024-05-16,unknown_user,,SST-2,en,sst2,positive,Unknown,Unknown,0,cremaster tough pill swallow minor miracle selfexpression,"['cremaster', 'tough', 'pill', 'swallow', 'minor', 'miracle', 'selfexpression']",7,57,positive,0.4046,"{np.str_('negative'): 0.2554, np.str_('neutral'): 0.34, np.str_('positive'): 0.4046}",labeled,neutral,0.8439,"{'neutral': 0.8439, 'positive': 0.0803, 'negative': 0.0758}",neutral,0.6423,1,[]
